Wed Aug 26 14:44:09 2020    profile/one_dim.out

         4791189 function calls (4776247 primitive calls) in 5.154 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/pickle.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:52(decorator)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/signal.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:41(decorate)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/fft/_pocketfft.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/decorator.py:223(decorate)
      694    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
     1950    0.001    0.000    0.001    0.000 {method 'indices' of 'slice' objects}
      578    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
      826    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x8ff5e0}
      220    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:82(atleast_2d)
       87    0.001    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/tokenize.py:1(<module>)
     1506    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:254(get)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/dsolve/linsolve.py:1(<module>)
     1311    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      411    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
     3655    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:94(_register_known_types)
       41    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:84(__new__)
      694    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:1(<module>)
     7296    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     4346    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       42    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:512(expand_dims)
        1    0.001    0.001    0.001    0.001 {built-in method posix.replace}
      335    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/polynomial.py:1(<module>)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
       66    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numeric.py:144(ones)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/special/_basic.py:5(<module>)
     2010    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
      244    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        1    0.001    0.001    0.001    0.001 {built-in method posix.open}
      228    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/base.py:1174(_process_toarray_args)
      291    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/twodim_base.py:1(<module>)
      469    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        6    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:35(__init__)
      328    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
      429    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:1076(__set_has_canonical_format)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/dis.py:1(<module>)
     1642    0.001    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:164(__getitem__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_pocketfft/basic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/dmrghelpers/blockhelper.py:28(extend_leftblock)
        1    0.000    0.000    0.001    0.001 /home/mary/mypydmrg/fermionic/baseop.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/urllib/parse.py:1(<module>)
     5121    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:396(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/ntpath.py:2(<module>)
       58    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:656(__init__)
     2944    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/lil.py:1(<module>)
       35    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        8    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:381(__init__)
    45/43    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:255(inner)
        1    0.000    0.000    0.001    0.001 /home/mary/mypydmrg/fermionic/block.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/decorator.py:30(<module>)
      244    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/matfuncs.py:5(<module>)
      178    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_row_index}
     7199    0.001    0.000    0.001    0.000 {function _typedict.__getitem__ at 0x7fd57075fd30}
       18    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:1131(sort_indices)
     1836    0.001    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:233(__next)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
       13    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/fermionic/block.py:12(__init__)
      526    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/datetime.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/decorator.py:93(__init__)
      378    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:256(<listcomp>)
      238    0.000    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:2477(__init__)
      244    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      731    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/blas.py:1(<module>)
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:536(_compile_info)
   273/82    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:174(getwidth)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:1090(getfullargspec)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_realtransforms.py:1(<module>)
     5121    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:397(<genexpr>)
     5899    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      140    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:781(_ufunc_doc_signature_formatter)
        7    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/fermionic/block.py:129(rdirect_product)
      469    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       34    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/dmrghelpers/blockhelper.py:35(extend_rightblock)
       30    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:41(<lambda>)
        7    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/fermionic/block.py:165(__init__)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:64(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:1(<module>)
      967    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/base.py:290(__len__)
      136    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:135(_commonType)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:575(extract)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
     2168    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     4012    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:414(tocoo)
      489    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       66    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
     4756    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:202(__eq__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:272(merge_to_block)
        7    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/decorator.py:167(make)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:1(<module>)
       31    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:621(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1(<module>)
       44    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:138(get_object_signature)
      282    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/function_base.py:437(_add_docstring)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      928    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        8    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:125(__init__)
      416    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:759(__setattr__)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       52    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:895(__init__)
      403    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1432(_alias)
       49    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/baseop.py:79(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_ccallback.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:94(__init__)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6750(__init__)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:151(ldirect_product)
       15    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1473(_array_str_implementation)
       16    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_util.py:107(_aligned_zeros)
      928    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:317(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_methods.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6755(getdoc)
       15    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:461(wrapper)
      690    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:1115(__set_sorted)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:899(_aslinearoperator_with_dtype)
      228    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:526(sum_duplicates)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/lzma.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:773(aslinearoperator)
     1948    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2100(_sum_dispatcher)
       84    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csc_matmat}
     2502    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/opcode.py:2(<module>)
       15    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1466(_guarded_repr_or_str)
      189    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_todense}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/operator.py:1(<module>)
      580    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/sputils.py:54(upcast_char)
      616    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:13(ismethod)
      572    0.000    0.000    0.000    0.000 <string>:1(__new__)
      136    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:107(_makearray)
     1318    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:75(empty_like)
       42    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1308(normalize_axis_tuple)
       84    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csc_matmat_maxnnz}
      321    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/operator.py:12(__init__)
      945    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:260(<genexpr>)
      690    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:239(iter_idx)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/sitehelper.py:14(site_of_idx)
        7    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:74(__call__)
      803    0.000    0.000    0.000    0.000 /usr/lib/python3.8/functools.py:63(wraps)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:799(__getitem__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/textwrap.py:414(dedent)
        7    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:147(deprecate)
        4    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:422(merge_to_block)
      322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        3    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:537(_sum_duplicates)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1(<module>)
      160    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:368(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/function_base.py:1(<module>)
      378    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:244(iterable)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:146(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/lobpcg/__init__.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:115(doc_note)
      129    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      280    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1915(shape)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:171(<setcomp>)
     1949    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       87    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:215(get_meas)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2760(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:197(<listcomp>)
       11    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:5(<module>)
     1949    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       35    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:724(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:221(split)
      244    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/__init__.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:140(formatargspec)
      642    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2414(_cumsum_dispatcher)
       19    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:6709(add_newdoc_for_scalar_type)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:815(__getitem_inner__)
      282    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/function_base.py:419(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/numbers.py:4(<module>)
      616    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:26(isfunction)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:201(sub)
       98    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csc_tocsr}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/histograms.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:922(__init__)
      107    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:186(match)
       64    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:179(storage_oper)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/csgraph/_validation.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:686(copy_with)
      597    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:249(match)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/special/_ellip_harm.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:157(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:1(<module>)
      468    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/sputils.py:238(isdense)
       11    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:839(sort)
      612    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:41(iscode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:1(<module>)
      522    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:172(append)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:423(_simple)
     1404    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/flinalg.py:5(<module>)
      303    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
      322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
      378    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:86(<lambda>)
      376    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:76(<lambda>)
      377    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:81(<lambda>)
      379    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:91(<lambda>)
      416    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:643(_is_dunder)
      554    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      494    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:160(__len__)
       41    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:79(__get_builtin_constructor)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:828(__and__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:357(_get_scalar_type_map)
      243    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:368(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:674(__getitem__)
      244    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:62(leftext_reset)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/dmrg_iter.py:1(<module>)
      116    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:329(filter)
      348    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:286(tell)
       18    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:998(__init__)
      467    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:4612(_append_dispatcher)
      272    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:125(_realType)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/einsumfunc.py:1(<module>)
    47/17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
     1134    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:119(<genexpr>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:311(__init__)
       13    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:20(<listcomp>)
      136    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
      160    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      378    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:24(_maybe_view_as_subclass)
       96    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:187(get_oper)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:1(<module>)
    47/17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/blockhelper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:1(<module>)
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       87    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:249(_compile_charset)
