Wed Aug 26 14:44:09 2020    profile/one_dim.out

         4791189 function calls (4776247 primitive calls) in 5.154 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6234(mvoid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/_expm_multiply.py:313(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/matfuncs.py:173(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:250(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/reduction.py:251(AbstractReducer)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:3406(dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/superblock.py:12(SuperBlockExtend)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/numbers.py:267(Rational)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1062(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:56(get_rightblock_storage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:65(OperFactory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:445(iinfo)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:318(CDLL)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/states.py:8(States)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:143(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method scipy._lib._uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:290(SelectSelector)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:46(_days_in_month)
        9    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:162(Untokenizer)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        9    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:157(phi_idx)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/operator.py:71(DenseTranslator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/matfuncs.py:209(ProductOperator)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_util.py:345(MapWrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/blas.py:231(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_backend.py:31(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 {built-in method _tracemalloc.start}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:1472(MAxisConcatenator)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/isolve/iterative.py:119(set_docstring)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:985(IterOpInv)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:197(<listcomp>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:147(filename)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:524(_Stream)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_globals.py:65(__new__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:143(_ArrayMemoryError)
        3    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:807(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/data.py:157(_minmax_mixin)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:151(lineno)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/records.py:233(record)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:341(_PollLikeSelector)
        6    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:847(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/context.py:226(DefaultContext)
        6    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:48(non_reentrant)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:60(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/lattice/__init__.py:7(BaseModel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        3    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:1363(getmask)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:389(Snapshot)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/machar.py:16(MachAr)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:320(__init__)
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/operator.py:45(DenseObservable)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:2383(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:1284(_replace_dtype_fields_recursive)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2849(return_annotation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:136(Frame)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:250(Trace)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:507(_CustomLinearOperator)
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:724(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:318(Dispatchable)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:604(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1568(SupportsAbs)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/__init__.py:103(_FFTModule)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_backend.py:5(_ScipyBackend)
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1578(SupportsRound)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:261(_is_owned)
        6    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:112(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:738(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:441(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1895(vectorize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1528(SupportsFloat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:200(_Framer)
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:143(__init__)
        1    0.000    0.000    0.000    0.000 examples/one_dim_hubbard.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:119(LeftBlock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1538(SupportsComplex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:108(nd_grid)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:688(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_util.py:156(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:753(IdentityOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:8081(_convert2ma)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:198(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:2600(MaskedIterator)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:661(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:13(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/__init__.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:30(Statistic)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:336(NodeVisitor)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:592(_PathParents)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:68(StatisticDiff)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1548(SupportsBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1983(io)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:140(RightBlock)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:215(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:632(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:573(_TransposedLinearOperator)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/operator.py:10(Operator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/deprecation.py:27(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:396(PyDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1558(SupportsIndex)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:489(ForwardRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:375(DomainFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1641(NamedTuple)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:275(ArpackError)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:723(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1281(_DummyThread)
        3    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:868(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:367(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:1126(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:2389(__init__)
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/context.py:278(SpawnProcess)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1998(re)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/special/orthogonal.py:122(orthopoly1d)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tracemalloc.py:287(_Traces)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/_onenormest.py:120(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1545(WindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:539(TypeVar)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:845(recursive)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:549(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:475(_Selector)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:893(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:954(IterInv)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:502(Ellipsis)
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/context.py:220(Process)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/context.py:271(ForkProcess)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:396(_typedict)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:892(BlockFinder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:284(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/decorator.py:277(ContextManager)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_testutils.py:19(PytestTester)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1731(_TypedDictMeta)
