Mon Aug 17 08:21:21 2020    profile/ladder

         1163977 function calls (1161708 primitive calls) in 64.321 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    27/20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
      152    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_asarray.py:14(asarray)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1(<module>)
        1    0.000    0.000   64.322   64.322 examples/ladder_hubbard.py:1(<module>)
       29    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:84(__new__)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:172(_collect_type_vars)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
      259    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/baseop.py:44(isferm)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       13    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:20(<listcomp>)
      107    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:186(match)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:432(_uniq)
       20    0.000    0.000    0.015    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2881(prod)
      157    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      311    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:368(<dictcomp>)
      180    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      152    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.014    0.014 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6429(MaskedConstant)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/pickle.py:1(<module>)
        5    0.000    0.000    0.014    0.003 /home/mary/mypydmrg/fermionic/block.py:317(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      252    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/baseop.py:39(spin)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:278(__call__)
      256    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        7    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:498(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/defchararray.py:1805(chararray)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/pickle.py:197(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/urllib/parse.py:1(<module>)
       21    0.000    0.000    0.003    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/type_check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.040    0.040 /home/mary/.local/lib/python3.8/site-packages/numpy/core/overrides.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:1(<module>)
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hmac.py:17(<genexpr>)
      358    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:165(__init__)
       10    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.8/pathlib.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:224(__init__)
    19/14    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:1107(exec_module)
        1    0.000    0.000    0.019    0.019 /home/mary/.local/lib/python3.8/site-packages/numpy/random/__init__.py:1(<module>)
      204    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/baseop.py:74(basis)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/twodim_base.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:53(create_spinup)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_string_helpers.py:9(<listcomp>)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:84(opengroup)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      112    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/lattice/__init__.py:32(get_site_bonds)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
      408    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:353(rblk)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.014    0.014 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:1(<module>)
       44    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:138(get_object_signature)
      312    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:201(lblk)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/mary/mypydmrg/dmrg/dmrg_init.py:45(prepare_rightblockextend)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6755(getdoc)
      104    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:81(groups)
      152    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hmac.py:18(<genexpr>)
       11    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:839(sort)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:7(abstractmethod)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.008    0.008 /home/mary/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:272(merge_to_block)
        1    0.000    0.000    0.009    0.009 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/__init__.py:1(<module>)
      286    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/fft/_pocketfft.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:54(leftext_reset)
        2    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/hamhelper.py:12(create_hamiltonian_of_site)
       26    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:101(<listcomp>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/financial.py:1(<module>)
       84    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/overrides.py:105(decorator)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:897(__init_subclass__)
       20    0.000    0.000    0.015    0.001 <__array_function__ internals>:2(prod)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:557(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:5(<module>)
       90    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:131(strseq)
    25/24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:255(inner)
       25    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:133(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:2708(MaskedArray)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1057(__init_subclass__)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.8/secrets.py:1(<module>)
       23    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/overrides.py:206(decorator)
       41    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:2975(__array_finalize__)
       30    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:25(_fr1)
       16    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:65(_bits_of)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:141(_check_size)
       14    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/dmrghelpers/sitehelper.py:14(site_of_idx)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:411(_mk_bitmap)
       84    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/overrides.py:94(set_module)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
       15    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:461(wrapper)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.8/platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:412(_construct_lookups)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:295(_class_escape)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:120(_type_check)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/_endian.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/mary/mypydmrg/dmrg/dmrg_init.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:58(rightext_reset)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:921(fix_flags)
       12    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:71(create_u)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/ntpath.py:2(<module>)
        1    0.000    0.000    0.004    0.004 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
        1    0.000    0.000    0.019    0.019 /home/mary/.local/lib/python3.8/site-packages/numpy/random/_pickle.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.8/textwrap.py:414(dedent)
        8    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:89(left_tmp_reset)
      152    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:1081(_eigvalsh_dispatcher)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:595(isstring)
       52    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/hermite.py:1641(Hermite)
        1    0.000    0.000    0.010    0.010 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/py3k.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/__init__.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:231(_add_array_type)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/dmrg_init.py:16(init_first_site)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:922(__init__)
        8    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:125(__init__)
      146    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:132(sites)
      152    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:1432(_alias)
       36    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/_polybase.py:17(ABCPolyBase)
       73    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:168(__setitem__)
       30    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:17(_fr0)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:76(__init__)
        6    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:180(pop_oper)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
      165    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:206(stbss)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ctypeslib.py:1(<module>)
       49    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:29(model)
       15    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1473(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/lzma.py:1(<module>)
        5    0.000    0.000    0.015    0.003 /home/mary/mypydmrg/dmrghelpers/blockhelper.py:35(extend_rightblock)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/mixins.py:59(NDArrayOperatorsMixin)
       32    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:67(<genexpr>)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       13    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:422(merge_to_block)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:94(_add_types)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:65(_combine_flags)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/mypydmrg/dmrg/dmrg_right_to_left.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:620(PurePath)
      147    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:358(stbss)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/chebyshev.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        7    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/dmrghelpers/blockhelper.py:28(extend_leftblock)
       60    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:140(block)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/abc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:132(geterr)
       13    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:1558(datetime)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:586(__init__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/einsumfunc.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/mary/.local/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/_polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:74(__call__)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/fft/__init__.py:1(<module>)
       59    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:144(<lambda>)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/__init__.py:385(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/__init__.py:231(_sanity_check)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(shape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/base64.py:3(<module>)
       47    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      110    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:666(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:670(__getitem__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:875(__class_getitem__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/block.py:146(__init__)
        1    0.000    0.000    0.006    0.006 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/__init__.py:1(<module>)
       78    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_internal.py:792(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:998(__init__)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:379(_check_int_field)
        6    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/utils.py:133(_get_indent)
       36    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_string_helpers.py:16(english_lower)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
       20    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:254(<listcomp>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:453(_get_iscased)
       13    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:11(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/nrg_iter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/mypydmrg/dmrghelpers/superblockhelper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/hermite.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/dmrg_left_to_right.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/mary/mypydmrg/dmrghelpers/hamhelper.py:1(<module>)
    27/13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/ufunclike.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:717(__hash__)
       26    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:6750(__init__)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:211(ldirect_product)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1835(IO)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:119(_WindowsFlavour)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/bz2.py:1(<module>)
       17    0.000    0.000    0.008    0.000 /usr/lib/python3.8/re.py:248(compile)
       14    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/operhelper.py:62(create_spindown)
        4    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/lattice/one_dim_ladder.py:17(__init__)
       47    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/fft/helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/laguerre.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mary/mypydmrg/dmrg/dmrg_iter.py:1(<module>)
       11    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
       16    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/warnings.py:181(_add_filter)
        1    0.000    0.000    0.005    0.005 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_type_aliases.py:239(_set_array_types)
       10    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:748(encode)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_string_helpers.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:69(storage_leftext_oper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/numbers.py:32(Complex)
        7    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:204(rdirect_product)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/format.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:267(getuntil)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:123(seed)
       10    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:239(getdoc)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_compat_pickle.py:167(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:248(_tp_cache)
        5    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/storages.py:101(right_tmp_reset)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:130(filterwarnings)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       20    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/basis.py:258(<listcomp>)
        8    0.000    0.000    0.001    0.000 /home/mary/mypydmrg/dmrghelpers/superblockhelper.py:10(extend_merge_to_superblock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_asarray.py:1(<module>)
